कुमाऊँ हिमालय का सबसे ऊँचा शिखर कौन-सा है? / Which is the highest peak of Kumaon Himalayas?|कामेट / Kamet|नंदा देवी / Nanda Devi|त्रिशूल / Trishul|बद्रीनाथ / Badrinath|1|नंदा देवी 7816 मीटर ऊँची है और कुमाऊँ हिमालय की सबसे ऊँची चोटी है। / Nanda Devi at 7816m is the highest peak of Kumaon Himalayas.
उच्चतम न्यायालय के न्यायाधीशों की सेवा शर्तें संविधान के किस अनुच्छेद द्वारा निर्धारित की जाती हैं? / Service conditions of SC judges governed by which Article?|129(3)|127(4)|122(1)|124(2)|3|अनुच्छेद 124(2) के अंतर्गत उच्चतम न्यायालय के न्यायाधीशों की नियुक्ति और सेवा शर्तों का प्रावधान है। / Article 124(2) provides for appointment and service conditions of Supreme Court judges.
निम्नलिखित में से किस कार्य में लोकसभा और राज्यसभा को समान अधिकार प्राप्त है? / In which function do Lok Sabha and Rajya Sabha have equal powers?|धन विधेयक पारित करना / Passing Money Bill|नवीन अखिल भारतीय सेवा का निर्माण / Creating new All India Service|अविश्वास प्रस्ताव पारित करना / No Confidence Motion|संविधान संशोधन विधेयक पारित करना / Constitutional Amendment Bill|3|संविधान संशोधन विधेयक पारित करने में दोनों सदनों को समान शक्तियाँ प्राप्त हैं। / Both houses have equal powers in passing Constitutional Amendment Bills.
मध्य प्रदेश में ग्राम पंचायत का अनिवार्य कार्य नहीं है? / Which is NOT a mandatory function of Gram Panchayat in MP?|ग्राम पंचायत की सम्पत्ति का परिरक्षण / Protection of GP property|सहकारिता का परिवर्धन / Promotion of cooperatives|लावारिस जानवरों को पकड़ना / Catching stray animals|पुलिस स्टेशन का संचालन / Running Police Station|3|पुलिस स्टेशन का संचालन ग्राम पंचायत का कार्य नहीं है, यह राज्य सरकार के अधीन है। / Running Police Station is not a Gram Panchayat function, it is under state government.
मध्य प्रदेश में नगर पंचायत का गठन किस क्षेत्र के लिए किया जाता है? / Nagar Panchayat in MP is constituted for which area?|संक्रमणशील नगरीय क्षेत्र / Transitional urban area|लघुस्तरीय क्षेत्र / Small scale area|औद्योगिक क्षेत्र / Industrial area|वृहत नगरीय क्षेत्र / Large urban area|0|नगर पंचायत का गठन संक्रमणशील नगरीय क्षेत्र अर्थात् ग्रामीण से नगरीय क्षेत्र में बदलते हुए क्षेत्र के लिए किया जाता है। / Nagar Panchayat is constituted for transitional urban areas changing from rural to urban.
मध्य प्रदेश के राज्यपाल के बारे में कौन-सा सही नहीं है? / Which is NOT correct about Governor of MP?|राज्यपाल की नियुक्ति राष्ट्रपति करते हैं / President appoints Governor|राज्यपाल को उच्च न्यायालय के न्यायाधीश की नियुक्ति की शक्ति है / Governor appoints HC judges|आपातकाल में राष्ट्रपति के प्रतिनिधि के रूप में कार्य / Works as President's representative in emergency|राज्यपाल राज्य कार्यपालिका के प्रधान होते हैं / Governor is head of state executive|1|उच्च न्यायालय के न्यायाधीशों की नियुक्ति राष्ट्रपति द्वारा की जाती है न कि राज्यपाल द्वारा। / High Court judges are appointed by President not by Governor.
राज्य के नीति निदेशक सिद्धांत से संबंधित 42वें संशोधन द्वारा कौन-सा अनुच्छेद नहीं जोड़ा गया? / Which Article was NOT added by 42nd Amendment to DPSPs?|अनुच्छेद 39A / Article 39A|अनुच्छेद 43A / Article 43A|अनुच्छेद 43B / Article 43B|अनुच्छेद 48A / Article 48A|2|42वें संशोधन द्वारा अनुच्छेद 39A, 43A और 48A जोड़े गए। अनुच्छेद 43B इसमें नहीं जोड़ा गया था। / Articles 39A, 43A and 48A were added by 42nd Amendment. Article 43B was not added by it.
संसद के संविधान संशोधन के अधिकार को प्रथम चुनौती किस केस से मिली? / Parliament's power to amend Constitution was first challenged in which case?|केशवानंद भारती केस / Kesavananda Bharati Case|गोलकनाथ केस / Golaknath Case|चम्पकम दोरैराजन केस / Champakam Dorairajan Case|शंकरी प्रसाद केस / Shankari Prasad Case|3|संसद के संविधान संशोधन के अधिकार को प्रथम चुनौती शंकरी प्रसाद केस 1951 में मिली थी। / Parliament's power to amend Constitution was first challenged in Shankari Prasad Case 1951.
मध्य प्रदेश विधानसभा के सत्रों के विषय में कौन-सा कथन असत्य है? / Which statement about MP Vidhan Sabha sessions is FALSE?|एक वर्ष में विधानसभा के न्यूनतम दो अधिवेशन होने चाहिए / Minimum two sessions per year|दो बैठकों के मध्य छः माह से अधिक का अन्तर नहीं होना चाहिए / Gap between sessions max 6 months|राज्यपाल विधानसभा के अधिवेशन को बुलाते हैं / Governor summons sessions|विधानसभा अध्यक्ष विधानसभा के अधिवेशन को समाप्त करते हैं / Speaker terminates sessions|3|विधानसभा सत्र को समाप्त करने का अधिकार राज्यपाल को है न कि विधानसभा अध्यक्ष को। / Power to prorogue/terminate assembly session lies with Governor not Speaker.
किस आयोग को एंग्लो-इंडियन समुदाय के अधिकारों की रक्षा का दायित्व दिया गया है? / Which commission is given special responsibility for Anglo-Indian community rights?|राष्ट्रीय अनुसूचित जाति आयोग / National SC Commission|राष्ट्रीय अनुसूचित जनजाति आयोग / National ST Commission|राष्ट्रीय पिछड़ा वर्ग आयोग / National OBC Commission|राष्ट्रीय मानवाधिकार आयोग / National Human Rights Commission|0|राष्ट्रीय अनुसूचित जाति आयोग को एंग्लो-इंडियन समुदाय के अधिकारों और हितों की रक्षा का विशेष दायित्व दिया गया है। / National SC Commission has special responsibility to protect rights and interests of Anglo-Indian community.
नमूना पंजीकरण प्रणाली के अनुसार भारत में 2020 में 5 वर्ष से कम आयु के शिशुओं में मृत्यु दर क्या रही? / Under-5 mortality rate in India in 2020 as per Sample Registration System?|26|32|41|54|1|नमूना पंजीकरण प्रणाली के अनुसार 2020 में भारत में 5 वर्ष से कम आयु के शिशुओं की मृत्यु दर 32 प्रति हजार जीवित जन्म थी। / As per SRS 2020 under-5 mortality rate in India was 32 per thousand live births.
सतत् विकास के लिए 2030 एजेंडा के अनुसार कितने लक्ष्यों को निर्धारित किया गया है? / How many targets are set in 2030 Agenda for Sustainable Development?|116|132|154|169|3|2030 एजेंडा में 17 सतत् विकास लक्ष्य और 169 लक्ष्य निर्धारित किए गए हैं। / The 2030 Agenda has 17 SDGs and 169 targets.
यदि माता-पिता दोनों में से एक सिकल सेल रोग वाला और एक वाहक हो तो कितने प्रतिशत बच्चे वाहक होंगे? / If one parent has sickle cell disease and other is carrier what percent children will be carriers?|25%|50%|75%|100%|1|यदि एक माता-पिता सिकल सेल रोग वाला (SS) और दूसरा वाहक (AS) हो तो 50% बच्चे वाहक (AS) होंगे। / If one parent has sickle cell disease (SS) and other is carrier (AS) then 50% children will be carriers (AS).
इंटरनेशनल हीट वेव वर्कशॉप 2026 का आयोजन कब हुआ? / When was International Heat Wave Workshop 2026 held?|7-8 जनवरी 2026 / 7-8 January 2026|30-31 जनवरी 2026 / 30-31 January 2026|11-12 फरवरी 2026 / 11-12 February 2026|20-21 फरवरी 2026 / 20-21 February 2026|3|इंटरनेशनल हीट वेव वर्कशॉप 2026 का आयोजन 20-21 फरवरी 2026 को हुआ था। / International Heat Wave Workshop 2026 was held on 20-21 February 2026.
सी.एस.आई.आर.-राष्ट्रीय भूभौतिकीय अनुसंधान संस्थान (CSIR-NGRI) किस शहर में स्थित है? / CSIR-National Geophysical Research Institute is located in which city?|हैदराबाद / Hyderabad|बेंगलुरु / Bengaluru|नई दिल्ली / New Delhi|कोलकाता / Kolkata|0|CSIR-NGRI हैदराबाद में स्थित है। यह भूकंप और भूभौतिकीय अनुसंधान का प्रमुख संस्थान है। / CSIR-NGRI is located in Hyderabad. It is a premier institute for earthquake and geophysical research.
विज्ञान की कौन-सी शाखा ऋतु तथा वायुमंडलीय परिस्थितियों के अवलोकन से संबंधित है? / Which branch of science deals with observation of seasons and atmospheric conditions?|जलवायु विज्ञान / Climatology|समुद्र विज्ञान / Oceanography|मौसम विज्ञान / Meteorology|भूकंप विज्ञान / Seismology|2|मौसम विज्ञान वायुमंडल, मौसम और जलवायु के अध्ययन से संबंधित विज्ञान की शाखा है। / Meteorology is the branch of science dealing with atmosphere, weather and climate.
1980 के दशक में प्रक्षेपित वह कौन-सा भारतीय संचार उपग्रह था जो INSAT श्रृंखला का पहला पूर्णतः कार्यशील उपग्रह बना? / Which Indian communication satellite of 1980s became first fully operational INSAT?|इनसेट-1A — 10 अप्रैल 1982 / INSAT-1A 10 April 1982|इनसेट-1B — 30 अगस्त 1983 / INSAT-1B 30 August 1983|आईआरएस-1A — 17 मार्च 1988 / IRS-1A 17 March 1988|एप्पल — 19 जून 1981 / APPLE 19 June 1981|1|INSAT-1B 30 अगस्त 1983 को प्रक्षेपित हुआ और INSAT श्रृंखला का पहला पूर्णतः कार्यशील उपग्रह बना। / INSAT-1B launched 30 August 1983 became the first fully operational satellite of INSAT series.
जून 2025 में ग्रुप कैप्टन शुभांशु शुक्ला ने क्या ऐतिहासिक उपलब्धि हासिल की? / What historic achievement did Gp Capt Shubhanshu Shukla accomplish in June 2025?|चंद्रमा पर मिशन नेतृत्व / Led mission to Moon|खुले अंतरिक्ष में पहली भारतीय स्पेस वॉक / First Indian spacewalk|ISS पर कदम रखने वाले पहले भारतीय बने और मिशन पायलट / First Indian on ISS and Mission Pilot|मंगल ग्रह पर यान ले जाने वाले पहले भारतीय / First Indian to Mars|2|ग्रुप कैप्टन शुभांशु शुक्ला जून 2025 में ISS पर कदम रखने वाले पहले भारतीय बने और मिशन पायलट के रूप में कार्य किया। / Gp Capt Shubhanshu Shukla became first Indian on ISS in June 2025 as Mission Pilot.
चंद्रयान-3 को कहाँ से प्रक्षेपित किया गया और लैंडिंग स्थल की विशेषता? / From where was Chandrayaan-3 launched and landing site?|SHAR श्रीहरिकोटा — दक्षिण ध्रुवीय क्षेत्र / SHAR Sriharikota South Polar region|विक्रम साराभाई केंद्र — विषुवतीय क्षेत्र / VSC equatorial region|श्रीहरिकोटा — उत्तरी ध्रुव / Sriharikota North Pole|SDSC श्रीहरिकोटा — दूरस्थ भाग / SDSC Sriharikota far side|0|चंद्रयान-3 SHAR श्रीहरिकोटा से प्रक्षेपित हुआ और 23 अगस्त 2023 को चंद्रमा के दक्षिण ध्रुवीय क्षेत्र में उतरा। / Chandrayaan-3 launched from SHAR Sriharikota and landed near Moon's south polar region on 23 August 2023.
मानव मस्तिष्क का कौन-सा भाग तापक्रम नियंत्रण के लिए उत्तरदायी है? / Which part of human brain is responsible for temperature regulation?|मेड्युला आब्लांगाटा / Medulla Oblongata|सेरेब्रम / Cerebrum|हाइपोथैलेमस / Hypothalamus|सेरीबेलम / Cerebellum|2|हाइपोथैलेमस मस्तिष्क का वह भाग है जो शरीर के तापमान, भूख, प्यास और नींद को नियंत्रित करता है। / Hypothalamus is the brain region that regulates body temperature, hunger, thirst and sleep.
कंप्यूटर में EPROM का मतलब होता है / EPROM stands for?|Electrically Programmable Read-Only Memory|Electronically Programmable Read-Only Memory|Extended Programmable Read-Only Memory|Erasable Programmable Read-Only Memory|3|EPROM का पूरा नाम Erasable Programmable Read-Only Memory है। इसे UV प्रकाश द्वारा मिटाया जा सकता है। / EPROM stands for Erasable Programmable Read-Only Memory. It can be erased using UV light.
निम्नलिखित में से कौन-सी एक AI भाषा नहीं है? / Which of the following is NOT an AI language?|एल आई एस पी / LISP|ओ ओ पी / OOP|पी आर ओ एल ओ जी / PROLOG|वी बी आई / VBI|1|OOP (Object Oriented Programming) एक AI भाषा नहीं है यह एक प्रोग्रामिंग पद्धति है। / OOP (Object Oriented Programming) is not an AI language it is a programming methodology.
LED का मतलब है / LED stands for?|Light Emitting Display|Liquid Electronic Display|Light Emitting Diode|Liquid Electronic Diode|2|LED का पूरा नाम Light Emitting Diode है। यह एक अर्धचालक उपकरण है। / LED stands for Light Emitting Diode. It is a semiconductor device.
ई-मार्ग (eMARG) एक ई-गवर्नेंस समाधान है जो अनापत्ति प्रमाण पत्र प्रदान करती है / eMARG e-governance solution provides NOC for?|फसलों के मध्य प्रदेश से बाहर आवाजाही / Movement of crops out of MP|वाहनों के मध्य प्रदेश से बाहर आवाजाही / Movement of vehicles out of MP|खनिजों के मध्य प्रदेश से बाहर आवाजाही / Movement of minerals out of MP|मदिरा के मध्य प्रदेश से बाहर आवाजाही / Movement of liquor out of MP|0|ई-मार्ग मध्य प्रदेश सरकार का ई-गवर्नेंस समाधान है जो फसलों के राज्य से बाहर आवाजाही के लिए अनापत्ति प्रमाण पत्र प्रदान करता है। / eMARG is MP government e-governance solution providing NOC for movement of crops out of state.
HTML का मतलब होता है / HTML stands for?|High Text Machine Language|Hyper Text Machine Language|High Text Markup Language|Hyper Text Markup Language|3|HTML का पूरा नाम Hyper Text Markup Language है। इसका उपयोग वेब पेज बनाने में होता है। / HTML stands for Hyper Text Markup Language used for designing web pages.
कंप्यूटर में BIOS का मतलब होता है / BIOS in computers stands for?|Binary Input/Output System|Basic Input/Output System|Bit Input/Output System|Byte Input/Output System|1|BIOS का पूरा नाम Basic Input/Output System है। यह कंप्यूटर का बुनियादी फर्मवेयर है। / BIOS stands for Basic Input/Output System. It is the basic firmware of a computer.
'आर्टिफिशियल इंटेलिजेंस' शब्द का प्रयोग सर्वप्रथम किसने किया? / Who first used the term Artificial Intelligence?|जॉन विंस्टन / John Winston|रिचर्ड इवांस / Richard Evans|हेनरी सेम्युएल / Henry Samuel|जॉन मैकार्थी / John McCarthy|3|'आर्टिफिशियल इंटेलिजेंस' शब्द का प्रयोग सर्वप्रथम जॉन मैकार्थी ने 1956 में डार्टमाउथ सम्मेलन में किया था। / Term Artificial Intelligence was first used by John McCarthy at Dartmouth Conference in 1956.
ऑप्टिकल फाइबर की स्प्लाइसिंग का अर्थ है / Splicing of optical fiber means?|ऑप्टिकल फाइबर को मोड़ना / Bending optical fiber|ऑप्टिकल फाइबर को खींचना / Stretching optical fiber|ऑप्टिकल फाइबर को जोड़ना / Joining optical fiber|ऑप्टिकल फाइबर को काटना / Cutting optical fiber|2|ऑप्टिकल फाइबर की स्प्लाइसिंग का अर्थ दो ऑप्टिकल फाइबरों को जोड़ना है। / Splicing of optical fiber means joining two optical fibers together.
ई-अनुज्ञा (e-ANUGYA) किसके लिए अनापत्ति प्रमाण पत्र प्रदान करती है? / e-ANUGYA provides NOC for?|फसलों की MP से बाहर आवाजाही / Crops movement out of MP|वाहनों की MP से बाहर आवाजाही / Vehicles movement out of MP|खनिजों की MP से बाहर आवाजाही / Minerals movement out of MP|मदिरा की MP से बाहर आवाजाही / Liquor movement out of MP|2|ई-अनुज्ञा मध्य प्रदेश से खनिजों के बाहर परिवहन के लिए अनापत्ति प्रमाण पत्र प्रदान करने वाली ई-गवर्नेंस प्रणाली है। / e-ANUGYA is e-governance system providing NOC for transportation of minerals out of MP.
वेब ब्राउजिंग में URL का अर्थ है / URL in web browsing stands for?|Uniform Resource Location|Universal Resource Location|Uniform Resource Locator|Universal Resource Locator|2|URL का पूरा नाम Uniform Resource Locator है। यह इंटरनेट पर किसी संसाधन का पता होता है। / URL stands for Uniform Resource Locator. It is the address of a resource on the internet.
मलखंभ खेल के लिए मध्य प्रदेश सरकार द्वारा दिया जाने वाला पुरस्कार है / Award given by MP government for Mallakhamba sport?|प्रभाष जोशी खेल पुरस्कार / Prabhash Joshi Khel Puraskar|वेद प्रताप वैदिक खेल पुरस्कार / Ved Pratap Vaidik Khel Puraskar|आलोक मेहता खेल पुरस्कार / Alok Mehta Khel Puraskar|कैलाश चन्द्र पंत खेल पुरस्कार / Kailash Chandra Pant Khel Puraskar|0|मलखंभ खेल के लिए मध्य प्रदेश सरकार द्वारा प्रभाष जोशी खेल पुरस्कार दिया जाता है। / Prabhash Joshi Khel Puraskar is given by MP government for Mallakhamba sport.
14 जनवरी 2026 को सर्जियो गौर ने भारत में किस देश के राजदूत के रूप में कार्यभार संभाला? / Sergio Gaur took charge as ambassador of which country to India on 14 January 2026?|इटली / Italy|संयुक्त राज्य अमेरिका / USA|फ्रांस / France|जर्मनी / Germany|3|14 जनवरी 2026 को सर्जियो गौर ने भारत में जर्मनी के राजदूत के रूप में कार्यभार संभाला। / Sergio Gaur took charge as Ambassador of Germany to India on 14 January 2026.
मोहन नागर को वर्ष 2026 में पद्मश्री किस क्षेत्र में दिया गया? / Mohan Nagar received Padma Shri 2026 for which field?|खेल / Sports|राजनीति / Politics|उद्योग / Industry|पर्यावरण संरक्षण / Environment Conservation|3|मोहन नागर को 2026 में पर्यावरण संरक्षण के क्षेत्र में उत्कृष्ट योगदान के लिए पद्मश्री से सम्मानित किया गया। / Mohan Nagar was awarded Padma Shri 2026 for outstanding contribution in Environment Conservation.
2026 का महिला T20 वर्ल्ड कप किन देशों द्वारा आयोजित किया जायेगा? / Women's T20 World Cup 2026 will be hosted by which countries?|भारत और श्रीलंका / India and Sri Lanka|ऑस्ट्रेलिया और दक्षिण अफ्रीका / Australia and South Africa|इंग्
